               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.025735,            0.016001,             0.00375,             0.94082,             0.91577,             0.95646,             0.72888,            0.020707,           0.0097296,           0.0034051,           0.0027971,           0.0027971,           0.0027971
                 150,            0.025727,            0.015711,           0.0037588,             0.93853,             0.91295,             0.95612,              0.7324,            0.020637,            0.009715,           0.0036994,           0.0027736,           0.0027736,           0.0027736
                 151,            0.025997,            0.016614,           0.0036659,             0.94355,             0.90416,             0.95605,             0.73402,            0.020602,           0.0097555,           0.0039954,             0.00275,             0.00275,             0.00275
                 152,            0.025493,            0.015738,           0.0037993,             0.95217,             0.90701,              0.9538,             0.73068,            0.020712,            0.009754,            0.004033,           0.0027264,           0.0027264,           0.0027264
                 153,             0.02554,            0.016273,           0.0035432,             0.95161,             0.90882,             0.95492,             0.72975,            0.020642,           0.0097746,           0.0038766,           0.0027029,           0.0027029,           0.0027029
                 154,            0.025374,            0.015721,           0.0036904,             0.95282,             0.89238,             0.95696,              0.7293,            0.020625,           0.0097339,           0.0040453,           0.0026793,           0.0026793,           0.0026793
                 155,            0.025545,            0.015844,           0.0034912,             0.93611,             0.89963,             0.95291,             0.72687,            0.020695,           0.0097192,           0.0042901,           0.0026558,           0.0026558,           0.0026558
                 156,            0.025228,             0.01556,           0.0035412,              0.9355,             0.91032,             0.95492,             0.72954,            0.020515,           0.0097872,            0.004102,           0.0026322,           0.0026322,           0.0026322
                 157,            0.024915,            0.015375,           0.0037444,             0.93637,             0.91783,             0.95762,             0.73841,            0.020546,           0.0098227,            0.004213,           0.0026087,           0.0026087,           0.0026087
                 158,            0.025325,            0.015543,           0.0036867,             0.93803,             0.92016,             0.96015,             0.73477,            0.020595,           0.0099022,            0.003817,           0.0025852,           0.0025852,           0.0025852
                 159,            0.025643,            0.015778,           0.0036625,             0.94681,             0.91115,             0.95957,             0.73248,            0.020518,           0.0098828,           0.0036604,           0.0025617,           0.0025617,           0.0025617
                 160,             0.02487,            0.015351,           0.0036576,             0.95016,             0.91065,             0.95948,             0.72988,            0.020502,            0.010149,           0.0035338,           0.0025383,           0.0025383,           0.0025383
                 161,            0.025375,            0.016286,           0.0034114,              0.9452,             0.91575,             0.95355,             0.73412,            0.020693,            0.010193,           0.0037174,           0.0025148,           0.0025148,           0.0025148
                 162,            0.024781,            0.015387,           0.0034704,             0.93068,             0.92639,             0.95646,             0.73475,            0.020441,            0.010137,            0.003548,           0.0024914,           0.0024914,           0.0024914
                 163,            0.024682,             0.01514,            0.003245,             0.94009,             0.92062,             0.95816,             0.73592,            0.020371,            0.009846,           0.0031697,            0.002468,            0.002468,            0.002468
                 164,            0.024892,            0.015483,           0.0033277,              0.9312,             0.93012,             0.95966,             0.73651,            0.020347,           0.0097994,            0.003321,           0.0024446,           0.0024446,           0.0024446
                 165,            0.025071,            0.015618,           0.0035592,             0.94714,             0.91195,             0.95744,              0.7377,            0.020385,           0.0099052,           0.0036203,           0.0024213,           0.0024213,           0.0024213
                 166,            0.024785,            0.015665,           0.0031735,             0.95411,             0.90424,             0.95847,             0.73508,            0.020498,           0.0098906,           0.0034691,            0.002398,            0.002398,            0.002398
                 167,            0.024377,            0.015069,           0.0030951,             0.91628,             0.92921,             0.95792,             0.73825,            0.020321,           0.0098235,           0.0037295,           0.0023748,           0.0023748,           0.0023748
                 168,            0.024718,            0.015105,           0.0032225,             0.93888,             0.92672,             0.96117,             0.73851,            0.020292,           0.0097815,           0.0035277,           0.0023516,           0.0023516,           0.0023516
                 169,            0.024938,            0.015831,           0.0032867,             0.92645,             0.93564,             0.96112,             0.74075,            0.020115,           0.0097286,           0.0034146,           0.0023284,           0.0023284,           0.0023284
                 170,            0.024805,            0.015729,           0.0036457,             0.93649,             0.93458,             0.96067,             0.73634,            0.020083,           0.0097121,           0.0031356,           0.0023053,           0.0023053,           0.0023053
                 171,            0.024637,            0.015382,           0.0034863,              0.9536,             0.92646,             0.96256,             0.74277,            0.020131,           0.0096162,           0.0028764,           0.0022822,           0.0022822,           0.0022822
                 172,            0.024518,            0.015419,           0.0034156,             0.94532,             0.92159,             0.95879,             0.73853,            0.020244,           0.0096528,           0.0031034,           0.0022592,           0.0022592,           0.0022592
                 173,            0.024515,            0.015305,           0.0031543,             0.93886,             0.91683,             0.96079,             0.73844,            0.020321,           0.0097709,           0.0032676,           0.0022362,           0.0022362,           0.0022362
                 174,            0.024286,            0.015052,           0.0033019,             0.92005,             0.93145,             0.95751,             0.73548,            0.020305,           0.0097831,           0.0034727,           0.0022133,           0.0022133,           0.0022133
                 175,             0.02446,            0.015289,           0.0034923,             0.94113,             0.91861,             0.95944,             0.73895,            0.020422,           0.0098425,           0.0033969,           0.0021904,           0.0021904,           0.0021904
                 176,            0.024629,            0.015161,           0.0035017,             0.94161,             0.92373,             0.95886,              0.7412,            0.020437,           0.0099135,           0.0032786,           0.0021677,           0.0021677,           0.0021677
                 177,            0.024513,            0.015205,           0.0032028,             0.93579,             0.93511,              0.9603,             0.74281,             0.02033,           0.0098828,           0.0032019,           0.0021449,           0.0021449,           0.0021449
                 178,             0.02411,            0.014878,           0.0031972,             0.94939,             0.91911,             0.96098,             0.74349,            0.020353,           0.0098132,           0.0032232,           0.0021223,           0.0021223,           0.0021223
                 179,            0.024525,            0.015609,           0.0032927,             0.96469,             0.90172,              0.9602,             0.74183,             0.02019,           0.0097073,           0.0032787,           0.0020997,           0.0020997,           0.0020997
                 180,            0.024016,            0.015056,           0.0032172,              0.9505,             0.91547,             0.95884,             0.74299,            0.020272,           0.0097319,           0.0035929,           0.0020772,           0.0020772,           0.0020772
                 181,            0.024444,            0.014882,           0.0032771,             0.94978,             0.90972,               0.957,             0.74308,            0.020423,           0.0097757,           0.0037171,           0.0020547,           0.0020547,           0.0020547
                 182,            0.024143,            0.015135,           0.0032905,             0.94057,             0.91914,             0.95787,             0.73981,            0.020399,           0.0098908,           0.0036053,           0.0020323,           0.0020323,           0.0020323
                 183,            0.023935,            0.014808,           0.0032107,             0.93046,             0.93409,             0.96066,             0.74317,            0.020259,           0.0098195,           0.0033506,           0.0020101,           0.0020101,           0.0020101
                 184,            0.024505,            0.015296,           0.0032307,             0.93137,             0.92999,             0.96179,             0.74428,            0.020135,           0.0097768,           0.0032597,           0.0019878,           0.0019878,           0.0019878
                 185,            0.023987,            0.014679,           0.0033303,             0.92387,             0.93093,             0.95971,              0.7404,            0.020084,           0.0098117,           0.0036756,           0.0019657,           0.0019657,           0.0019657
                 186,            0.024218,            0.014885,           0.0031442,             0.95059,              0.9069,              0.9594,              0.7414,            0.020165,           0.0097561,           0.0038142,           0.0019437,           0.0019437,           0.0019437
                 187,            0.023686,            0.014482,            0.002963,             0.95598,              0.9141,              0.9586,             0.73669,            0.020139,           0.0096664,           0.0035446,           0.0019217,           0.0019217,           0.0019217
                 188,            0.023819,            0.014829,           0.0030193,             0.96035,             0.91326,             0.96058,             0.73919,            0.020161,           0.0096648,            0.003558,           0.0018999,           0.0018999,           0.0018999
                 189,            0.023997,            0.014952,           0.0032286,             0.97157,             0.89454,             0.95911,             0.73933,            0.020135,             0.00969,           0.0034821,           0.0018781,           0.0018781,           0.0018781
                 190,            0.024147,            0.015239,           0.0033157,             0.93666,             0.93081,              0.9588,             0.73656,            0.020084,           0.0096533,           0.0033746,           0.0018564,           0.0018564,           0.0018564
                 191,            0.024158,            0.014788,           0.0030956,             0.94584,             0.92858,              0.9589,             0.73913,            0.020072,           0.0096639,           0.0033944,           0.0018348,           0.0018348,           0.0018348
                 192,            0.023991,            0.015321,           0.0032818,             0.94751,             0.92155,             0.96012,             0.74175,            0.020051,           0.0096371,           0.0032692,           0.0018134,           0.0018134,           0.0018134
                 193,            0.023517,            0.015044,           0.0029854,             0.93951,             0.92026,             0.95805,              0.7438,             0.01999,           0.0096195,           0.0035153,            0.001792,            0.001792,            0.001792
                 194,            0.023667,            0.015159,           0.0030611,             0.94183,             0.91787,             0.96048,             0.74334,            0.020012,           0.0096332,           0.0034589,           0.0017707,           0.0017707,           0.0017707
                 195,            0.023653,            0.014628,           0.0031645,              0.9298,             0.92943,             0.96076,             0.74292,            0.020055,           0.0096073,            0.003443,           0.0017496,           0.0017496,           0.0017496
                 196,            0.023347,            0.014242,           0.0031817,             0.94932,             0.91735,             0.95934,             0.74358,             0.01995,           0.0096282,           0.0035582,           0.0017285,           0.0017285,           0.0017285
                 197,            0.023294,            0.014551,           0.0030792,             0.94404,             0.93168,             0.96234,              0.7454,            0.019732,           0.0096125,           0.0033628,           0.0017076,           0.0017076,           0.0017076
                 198,            0.023395,            0.014774,           0.0027728,             0.94492,             0.93409,             0.96292,             0.74689,            0.019712,           0.0096435,           0.0033036,           0.0016868,           0.0016868,           0.0016868
                 199,            0.023568,            0.014716,           0.0033467,             0.94089,              0.9328,              0.9617,             0.74771,            0.019808,           0.0096962,           0.0031609,           0.0016661,           0.0016661,           0.0016661
                 200,            0.023403,            0.014632,           0.0030303,             0.94599,             0.93363,             0.96153,             0.74536,            0.019821,           0.0097282,           0.0032238,           0.0016455,           0.0016455,           0.0016455
                 201,            0.023067,            0.014295,           0.0031071,              0.9532,             0.91464,             0.96133,             0.74398,            0.019882,           0.0097049,           0.0034377,            0.001625,            0.001625,            0.001625
                 202,            0.023234,            0.014295,           0.0030575,             0.94629,             0.91694,              0.9597,             0.74281,            0.019921,           0.0097178,           0.0034905,           0.0016047,           0.0016047,           0.0016047
                 203,            0.023099,            0.014485,           0.0029085,             0.93877,              0.9234,             0.95876,             0.74496,            0.019923,           0.0097278,           0.0033762,           0.0015844,           0.0015844,           0.0015844
                 204,            0.022942,            0.014465,           0.0027475,             0.93856,              0.9237,             0.95852,             0.74393,            0.019903,           0.0097269,           0.0033866,           0.0015643,           0.0015643,           0.0015643
                 205,            0.022901,            0.014321,           0.0028543,             0.94387,             0.91952,             0.95974,              0.7443,            0.019907,           0.0098013,           0.0033543,           0.0015444,           0.0015444,           0.0015444
                 206,             0.02302,            0.014076,           0.0029198,             0.95891,             0.90585,              0.9603,             0.74478,            0.019934,           0.0098548,            0.003253,           0.0015246,           0.0015246,           0.0015246
                 207,            0.023651,            0.014524,           0.0031597,             0.94321,             0.92175,             0.96077,             0.74508,            0.019979,           0.0098269,           0.0032173,           0.0015049,           0.0015049,           0.0015049
                 208,            0.023282,            0.014718,           0.0027083,             0.95696,             0.91367,             0.96097,             0.74357,            0.019978,           0.0097489,           0.0032359,           0.0014853,           0.0014853,           0.0014853
                 209,             0.02358,            0.014836,           0.0027814,             0.95033,              0.9239,              0.9626,             0.74289,            0.019993,           0.0097441,           0.0031361,           0.0014659,           0.0014659,           0.0014659
                 210,            0.023309,            0.014337,           0.0029584,             0.95743,             0.91605,             0.96308,             0.74159,            0.020069,           0.0097284,           0.0032046,           0.0014466,           0.0014466,           0.0014466
                 211,            0.023057,            0.014199,           0.0028589,             0.95917,             0.91362,             0.96136,             0.74351,            0.020084,           0.0097506,           0.0032727,           0.0014275,           0.0014275,           0.0014275
                 212,            0.023228,            0.014346,           0.0027845,              0.9537,              0.9125,             0.96153,             0.74531,            0.019955,           0.0097216,           0.0033187,           0.0014085,           0.0014085,           0.0014085
                 213,            0.022823,              0.0138,           0.0026676,             0.96123,             0.90729,             0.96196,             0.74469,            0.019925,           0.0097516,           0.0032988,           0.0013897,           0.0013897,           0.0013897
                 214,            0.022861,             0.01464,            0.002788,               0.963,             0.91217,             0.96181,             0.74706,            0.019971,           0.0097624,           0.0032895,            0.001371,            0.001371,            0.001371
                 215,            0.022799,            0.014443,           0.0028863,             0.96027,             0.90877,             0.96162,             0.74403,            0.019934,           0.0097923,           0.0033448,           0.0013524,           0.0013524,           0.0013524
                 216,            0.022468,            0.013998,           0.0026355,             0.96301,             0.90953,             0.96252,             0.74917,            0.019956,           0.0097945,           0.0032153,            0.001334,            0.001334,            0.001334
                 217,            0.022191,            0.013872,           0.0025365,             0.94504,             0.92147,             0.96416,             0.74901,            0.019873,           0.0098095,           0.0032468,           0.0013158,           0.0013158,           0.0013158
                 218,            0.022763,            0.014169,           0.0029109,             0.95876,              0.9124,             0.96292,             0.74753,            0.019893,           0.0098009,           0.0033145,           0.0012977,           0.0012977,           0.0012977
                 219,            0.022867,             0.01433,           0.0029065,             0.95606,             0.91209,             0.96369,             0.74692,            0.019895,           0.0098139,           0.0033853,           0.0012798,           0.0012798,           0.0012798
                 220,            0.022609,            0.014307,           0.0030591,             0.95756,             0.90384,               0.964,             0.74943,            0.019841,           0.0098219,            0.003475,            0.001262,            0.001262,            0.001262
                 221,            0.022674,            0.014605,           0.0027192,             0.96246,             0.90247,             0.96411,             0.75112,            0.019827,           0.0098757,           0.0034618,           0.0012445,           0.0012445,           0.0012445
                 222,            0.022362,            0.013675,           0.0025803,             0.96883,             0.89576,             0.96428,             0.75192,            0.019861,           0.0098912,           0.0035005,            0.001227,            0.001227,            0.001227
                 223,            0.021984,            0.013625,           0.0027532,             0.96668,             0.89944,              0.9631,             0.74986,             0.01987,            0.009871,           0.0035719,           0.0012098,           0.0012098,           0.0012098
                 224,            0.022483,            0.014347,            0.002744,             0.96022,             0.90165,             0.96287,             0.75218,            0.019852,           0.0098921,           0.0036461,           0.0011927,           0.0011927,           0.0011927
                 225,            0.022261,            0.014021,           0.0026419,             0.95113,             0.90995,             0.96253,             0.75077,            0.019791,            0.009881,           0.0036111,           0.0011758,           0.0011758,           0.0011758
                 226,            0.022124,             0.01364,           0.0027453,             0.95356,             0.91137,             0.96147,             0.75154,            0.019785,           0.0099181,           0.0036025,            0.001159,            0.001159,            0.001159
                 227,            0.022364,            0.014238,           0.0027055,             0.95494,             0.91291,             0.96185,             0.74962,            0.019793,           0.0099183,           0.0036546,           0.0011424,           0.0011424,           0.0011424
                 228,            0.022338,            0.013877,           0.0027726,               0.956,             0.91118,             0.96103,             0.74941,            0.019801,           0.0099215,           0.0036487,            0.001126,            0.001126,            0.001126
                 229,            0.022514,            0.014367,           0.0026097,             0.95672,             0.91262,             0.96121,             0.74853,            0.019765,           0.0098943,           0.0036381,           0.0011098,           0.0011098,           0.0011098
                 230,            0.022207,            0.013754,           0.0026486,             0.95712,             0.91011,              0.9607,             0.74992,            0.019747,           0.0098742,           0.0037102,           0.0010938,           0.0010938,           0.0010938
                 231,            0.022739,            0.014322,           0.0027895,             0.96015,             0.90839,             0.96072,             0.75022,            0.019724,           0.0098649,           0.0037053,           0.0010779,           0.0010779,           0.0010779
                 232,            0.022314,            0.013729,           0.0024986,             0.95909,             0.90784,              0.9614,             0.74904,            0.019707,           0.0098394,           0.0037462,           0.0010623,           0.0010623,           0.0010623
                 233,            0.022051,            0.013703,           0.0025235,             0.92986,             0.93422,             0.96169,             0.75031,            0.019672,           0.0098566,           0.0037997,           0.0010468,           0.0010468,           0.0010468
                 234,            0.022325,            0.013839,           0.0025902,             0.93085,             0.93393,             0.96162,              0.7518,            0.019707,           0.0098629,           0.0038146,           0.0010315,           0.0010315,           0.0010315
                 235,            0.022231,            0.013875,           0.0027516,             0.94317,             0.92074,             0.96326,             0.75132,             0.01972,           0.0098886,           0.0037952,           0.0010163,           0.0010163,           0.0010163
                 236,            0.022118,            0.013828,           0.0025531,              0.9414,             0.92797,             0.96315,             0.75355,              0.0197,           0.0098879,           0.0036993,           0.0010014,           0.0010014,           0.0010014
                 237,            0.021878,            0.013432,           0.0026245,             0.94942,             0.91778,              0.9631,             0.75206,             0.01969,           0.0098973,           0.0036537,          0.00098669,          0.00098669,          0.00098669
                 238,            0.021791,            0.013693,            0.002749,             0.95593,             0.91105,             0.96218,             0.75316,            0.019701,           0.0099181,           0.0036634,          0.00097215,          0.00097215,          0.00097215
                 239,            0.022174,              0.0138,           0.0027097,             0.94993,             0.91426,             0.96091,             0.75207,             0.01968,           0.0099179,           0.0036704,          0.00095781,          0.00095781,          0.00095781
                 240,            0.021663,            0.013442,           0.0025707,             0.96332,              0.9025,              0.9617,             0.75617,            0.019685,           0.0099238,           0.0036377,          0.00094366,          0.00094366,          0.00094366
                 241,             0.02174,            0.013779,           0.0024785,             0.96482,              0.9007,             0.96072,              0.7538,             0.01967,            0.009925,           0.0036491,          0.00092971,          0.00092971,          0.00092971
                 242,            0.021965,            0.013731,           0.0026408,             0.95296,             0.91297,             0.96142,             0.75492,            0.019642,           0.0099225,           0.0036528,          0.00091596,          0.00091596,          0.00091596
                 243,            0.021911,            0.013564,           0.0026189,             0.96511,             0.90284,             0.96304,             0.75467,            0.019645,           0.0098982,           0.0036528,          0.00090241,          0.00090241,          0.00090241
                 244,            0.021569,            0.014017,           0.0023697,             0.96357,             0.90401,              0.9638,             0.75442,            0.019632,           0.0098778,           0.0036407,          0.00088907,          0.00088907,          0.00088907
                 245,            0.021651,            0.013637,           0.0025116,             0.95899,             0.90788,             0.96375,             0.75461,            0.019623,           0.0098398,           0.0035812,          0.00087593,          0.00087593,          0.00087593
                 246,            0.021703,            0.013729,           0.0025934,             0.96203,             0.90568,              0.9637,             0.75636,            0.019603,           0.0098532,           0.0035134,          0.00086299,          0.00086299,          0.00086299
                 247,            0.021527,            0.013654,           0.0025504,              0.9653,             0.90636,             0.96401,             0.75636,            0.019615,           0.0098546,           0.0034563,          0.00085026,          0.00085026,          0.00085026
                 248,            0.021674,            0.013562,           0.0024472,             0.96373,             0.90912,              0.9628,             0.75578,            0.019603,           0.0098487,           0.0034203,          0.00083774,          0.00083774,          0.00083774
                 249,            0.021655,            0.013673,           0.0025794,             0.96256,             0.90969,             0.96385,             0.75708,            0.019575,           0.0098513,           0.0033673,          0.00082543,          0.00082543,          0.00082543
                 250,            0.022018,            0.013425,           0.0026135,             0.95976,             0.91233,             0.96388,             0.75601,            0.019567,           0.0098531,           0.0033625,          0.00081333,          0.00081333,          0.00081333
                 251,            0.021615,            0.013641,           0.0027614,             0.96249,             0.91191,             0.96366,             0.75536,             0.01961,           0.0098705,            0.003373,          0.00080144,          0.00080144,          0.00080144
                 252,            0.021454,            0.013532,            0.002349,             0.96137,             0.90959,             0.96233,             0.75119,            0.019637,            0.009877,           0.0033871,          0.00078977,          0.00078977,          0.00078977
                 253,            0.022286,            0.013918,           0.0027033,             0.97362,             0.90205,              0.9629,             0.75347,            0.019621,           0.0098909,           0.0034207,          0.00077831,          0.00077831,          0.00077831
                 254,            0.021224,            0.013485,           0.0025119,             0.97309,             0.90135,             0.96269,             0.75512,            0.019617,           0.0098943,           0.0034505,          0.00076707,          0.00076707,          0.00076707
                 255,            0.021667,            0.013378,            0.002539,             0.96219,             0.91141,             0.96205,             0.75481,             0.01961,           0.0099136,           0.0034424,          0.00075604,          0.00075604,          0.00075604
                 256,            0.021342,            0.013406,           0.0022964,             0.97138,             0.90314,             0.96225,               0.756,            0.019602,           0.0099195,           0.0034373,          0.00074524,          0.00074524,          0.00074524
                 257,            0.021853,            0.013769,            0.002417,             0.97074,             0.90574,             0.96262,             0.75547,            0.019617,           0.0099364,           0.0034509,          0.00073465,          0.00073465,          0.00073465
                 258,            0.021258,            0.013513,           0.0024562,             0.97145,             0.90567,             0.96251,             0.75534,            0.019637,           0.0099505,           0.0034702,          0.00072428,          0.00072428,          0.00072428
                 259,            0.021779,            0.013728,           0.0025546,             0.97584,             0.90003,             0.96212,             0.75583,            0.019644,            0.009963,           0.0035073,          0.00071414,          0.00071414,          0.00071414
                 260,             0.02164,            0.013536,           0.0027977,             0.97321,             0.90391,             0.96223,             0.75664,            0.019635,           0.0099583,           0.0035088,          0.00070422,          0.00070422,          0.00070422
                 261,            0.021599,             0.01334,           0.0024948,             0.97403,              0.9041,             0.96277,             0.75525,            0.019617,           0.0099761,           0.0035548,          0.00069452,          0.00069452,          0.00069452
                 262,             0.02093,            0.013066,           0.0023429,             0.97237,             0.90506,             0.96266,             0.75517,              0.0196,           0.0099853,           0.0035699,          0.00068505,          0.00068505,          0.00068505
                 263,            0.021472,            0.013566,            0.002319,             0.97483,             0.90353,             0.96266,             0.75515,            0.019604,                0.01,           0.0035703,          0.00067581,          0.00067581,          0.00067581
                 264,            0.021708,            0.013667,            0.002538,             0.97564,             0.90246,             0.96246,             0.75592,            0.019611,            0.009999,            0.003608,          0.00066679,          0.00066679,          0.00066679
                 265,            0.021656,            0.013533,           0.0024821,             0.97276,             0.90311,             0.96249,             0.75534,            0.019611,           0.0099956,           0.0036378,            0.000658,            0.000658,            0.000658
                 266,             0.02072,            0.013125,           0.0021861,              0.9738,              0.9016,             0.96251,             0.75466,             0.01958,           0.0099995,           0.0036686,          0.00064944,          0.00064944,          0.00064944
                 267,            0.021103,            0.012798,           0.0022727,             0.97174,             0.90238,             0.96246,             0.75721,            0.019536,           0.0099982,           0.0036913,          0.00064112,          0.00064112,          0.00064112
                 268,            0.021376,             0.01363,           0.0023556,             0.97139,             0.90176,             0.96252,              0.7551,            0.019521,            0.010006,           0.0037021,          0.00063302,          0.00063302,          0.00063302
                 269,            0.021394,            0.013524,           0.0023815,             0.97122,             0.90158,             0.96234,             0.75621,            0.019519,            0.010011,           0.0037085,          0.00062515,          0.00062515,          0.00062515
                 270,            0.021049,            0.012792,           0.0025517,             0.97097,             0.90105,             0.96234,             0.75807,            0.019503,            0.010013,           0.0037316,          0.00061752,          0.00061752,          0.00061752
                 271,            0.021142,            0.013339,           0.0022975,             0.97195,             0.89928,             0.96201,             0.75846,            0.019478,            0.010017,           0.0037427,          0.00061012,          0.00061012,          0.00061012
                 272,            0.020815,            0.013158,           0.0023356,             0.97161,             0.89957,             0.96199,             0.75849,            0.019453,            0.010018,           0.0037409,          0.00060296,          0.00060296,          0.00060296
                 273,            0.021177,            0.013143,           0.0025327,             0.96961,             0.90106,             0.96196,             0.75973,            0.019456,            0.010028,            0.003776,          0.00059603,          0.00059603,          0.00059603
                 274,            0.020779,            0.012935,           0.0022772,             0.97129,             0.89781,             0.96187,             0.75932,            0.019442,            0.010027,           0.0038228,          0.00058934,          0.00058934,          0.00058934
                 275,            0.021169,            0.013162,           0.0022687,             0.97147,             0.89747,             0.96202,             0.75786,            0.019431,            0.010022,           0.0038521,          0.00058288,          0.00058288,          0.00058288
                 276,             0.02102,            0.013082,           0.0024392,             0.97193,             0.89675,             0.96198,              0.7582,            0.019426,            0.010023,           0.0038802,          0.00057667,          0.00057667,          0.00057667
                 277,            0.020932,            0.012925,           0.0022481,             0.97148,             0.89679,             0.96209,             0.75832,            0.019417,            0.010029,           0.0038972,          0.00057069,          0.00057069,          0.00057069
                 278,            0.020875,            0.012789,           0.0023276,             0.97183,              0.8968,             0.96215,             0.75739,            0.019403,            0.010028,           0.0039121,          0.00056495,          0.00056495,          0.00056495
                 279,            0.021707,            0.013792,           0.0025295,             0.97263,             0.89605,             0.96236,             0.75807,            0.019392,            0.010035,           0.0039065,          0.00055945,          0.00055945,          0.00055945
                 280,            0.020937,            0.013351,            0.002395,             0.97199,               0.896,             0.96235,             0.75658,            0.019388,            0.010044,            0.003886,          0.00055419,          0.00055419,          0.00055419
                 281,            0.021219,            0.013331,            0.002573,             0.97185,             0.89652,             0.96235,             0.75808,            0.019384,            0.010045,           0.0038657,          0.00054917,          0.00054917,          0.00054917
                 282,            0.021054,            0.013846,           0.0023421,             0.96937,             0.89692,             0.96224,             0.75743,            0.019372,            0.010053,           0.0038556,          0.00054439,          0.00054439,          0.00054439
                 283,            0.021059,            0.013581,           0.0024667,             0.97162,             0.89644,             0.96191,             0.75797,            0.019358,            0.010059,           0.0038446,          0.00053985,          0.00053985,          0.00053985
                 284,            0.021149,            0.013153,           0.0024377,             0.97196,             0.89644,             0.96192,             0.75823,            0.019346,            0.010068,           0.0038392,          0.00053556,          0.00053556,          0.00053556
                 285,            0.021019,             0.01336,            0.002549,              0.9692,             0.89662,             0.96207,             0.75656,            0.019335,             0.01008,           0.0038357,          0.00053151,          0.00053151,          0.00053151
                 286,            0.020875,            0.013248,             0.00222,             0.94991,             0.91549,             0.96187,             0.75756,            0.019341,            0.010096,           0.0038398,           0.0005277,           0.0005277,           0.0005277
                 287,            0.020654,             0.01311,           0.0020266,             0.96411,             0.90143,              0.9618,             0.75634,            0.019339,            0.010102,           0.0038288,          0.00052414,          0.00052414,          0.00052414
                 288,            0.020882,            0.013315,           0.0024697,             0.96388,             0.90122,             0.96162,             0.75592,            0.019349,            0.010106,           0.0038275,          0.00052082,          0.00052082,          0.00052082
                 289,            0.021084,            0.013422,           0.0023942,             0.94625,             0.91713,              0.9616,             0.75624,            0.019357,            0.010113,           0.0038141,          0.00051774,          0.00051774,          0.00051774
                 290,            0.021302,             0.01323,           0.0026769,             0.94692,             0.91737,             0.96142,             0.75475,            0.019363,            0.010106,           0.0038072,          0.00051491,          0.00051491,          0.00051491
                 291,            0.020626,            0.013152,           0.0020869,             0.94645,             0.91724,             0.96109,             0.75497,            0.019373,            0.010106,           0.0038091,          0.00051233,          0.00051233,          0.00051233
                 292,            0.020968,            0.013556,           0.0022917,             0.93251,             0.93327,             0.96111,             0.75538,            0.019377,              0.0101,           0.0038124,          0.00050999,          0.00050999,          0.00050999
                 293,              0.0206,            0.012822,           0.0019992,             0.94937,             0.91611,             0.96074,             0.75488,             0.01939,            0.010102,           0.0038108,          0.00050789,          0.00050789,          0.00050789
                 294,            0.020618,            0.012613,            0.002217,              0.9345,             0.92999,             0.96065,             0.75547,            0.019394,            0.010099,           0.0038154,          0.00050604,          0.00050604,          0.00050604
                 295,             0.02104,            0.013079,           0.0023641,             0.95575,             0.91045,              0.9606,             0.75579,            0.019401,            0.010097,           0.0038201,          0.00050444,          0.00050444,          0.00050444
                 296,            0.021036,            0.013436,           0.0021715,             0.94574,             0.92376,             0.96058,             0.75546,              0.0194,            0.010096,           0.0038212,          0.00050308,          0.00050308,          0.00050308
                 297,            0.021123,            0.013091,           0.0024564,             0.94514,             0.92421,             0.96046,             0.75502,            0.019397,            0.010101,           0.0038244,          0.00050197,          0.00050197,          0.00050197
                 298,            0.021093,            0.013238,            0.002257,             0.93911,              0.9294,             0.96095,             0.75514,            0.019391,            0.010097,           0.0038106,          0.00050111,          0.00050111,          0.00050111
                 299,            0.021162,            0.013214,           0.0023924,              0.9415,             0.92928,               0.961,             0.75481,            0.019383,            0.010095,           0.0037951,          0.00050049,          0.00050049,          0.00050049
